Species,Country.of.Origin,Number.of.Bags,Bag.Weight,Year,Month,Day,Owner.1,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Category.Two.Defects,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters
Arabica,China,3,60 kg,2015,4,5,Yunnan Coffee Exchange,7.5,7.58,7.42,7.5,7.42,7.42,10,10,10,7.5,82.33,0.12,0,6,2,m,1580,1580,1580
Arabica,China,3,60 kg,2015,4,5,Yunnan Coffee Exchange,7.67,7.67,7.5,7.67,7.42,7.58,10,10,10,7.67,83.17,0.1,0,0,3,m,1600,1600,1600
Arabica,China,3,60 kg,2015,4,6,Yunnan Coffee Exchange,8,8,8,7.83,7.83,7.75,10,10,10,7.92,85.33,0.1,0,0,0,m,1700,1700,1700
Arabica,China,3,60 kg,2015,4,6,Yunnan Coffee Exchange,7.5,7.67,7.33,7.67,7.67,7.67,10,10,10,7.67,83.17,0.11,0,0,0,m,1200,1200,1200
Arabica,China,3,60 kg,2015,4,6,Yunnan Coffee Exchange,7.67,7.58,7.58,7.58,7.67,7.75,10,10,10,7.75,83.58,0.1,0,1,4,m,1100,1100,1100
Arabica,China,3,60 kg,2015,4,6,Yunnan Coffee Exchange,7.67,7.5,7.33,7.33,7.67,7.67,10,10,10,7.58,82.75,0.1,0,0,0,m,1100,1100,1100
Arabica,China,3,60 kg,2015,4,6,Yunnan Coffee Exchange,7.67,7.42,7.42,7.5,7.42,7.42,10,10,10,7.58,82.42,0.1,0,0,0,m,1600,1600,1600
Arabica,China,3,60 kg,2015,4,6,Yunnan Coffee Exchange,7.75,7.92,7.67,7.83,7.75,7.67,10,10,10,7.92,84.5,0.1,0,0,1,m,1680,1680,1680
Arabica,Guatemala,275,69 kg,2015,4,6,Juan Luis Alvarado Romero,7.75,7.92,7.5,8.08,7.58,7.67,10,10,10,7.75,84.25,0.1,0,0,1,ft,1099.4136,1099.4136,1099.4136
Arabica,China,3,60 kg,2015,4,6,Yunnan Coffee Exchange,7.83,7.83,7.58,7.75,7.75,7.75,10,10,10,7.75,84.25,0.1,0,0,1,m,1400,1400,1400
Arabica,China,3,60 kg,2015,4,6,Yunnan Coffee Exchange,7.83,7.75,7.67,7.5,7.58,7.67,10,10,10,7.75,83.75,0.1,0,1,2,m,1650,1650,1650
Arabica,China,3,60 kg,2015,4,7,Yunnan Coffee Exchange,8.42,8.25,8.08,8.17,7.92,8,10,10,10,8.42,87.25,0.1,0,0,0,m,1450,1450,1450
Arabica,Colombia,275,70 kg,2015,4,8,Exportadora de Cafe Condor S.A,7.67,7.75,7.42,7.83,7.83,7.42,10,10,10,7.42,83.33,0.11,0,0,1,m,1650,1650,1650
Arabica,Colombia,275,70 kg,2015,4,8,Exportadora de Cafe Condor S.A,8.17,7.92,7.83,8,7.58,7.83,10,10,10,7.92,85.25,0.11,0,0,0,m,1550,1550,1550
Arabica,Costa Rica,275,350 kg,2015,4,10,"CAFETALERA INTERNACIONAL CAFINTER, S.A.",7.75,7.42,7.42,7.25,7.17,7.42,10,10,10,7.67,82.08,0,0,0,0,m,1200,1400,1300
Arabica,Honduras,275,1 kg,2015,4,15,CADEXSA,7.58,7.5,7.42,7.58,7.42,7.42,10,10,10,7.33,82.25,0.11,0,0,2,m,1350,1350,1350
Arabica,Honduras,275,1 kg,2015,4,15,CADEXSA,7.67,7.5,7.25,7.42,7.58,7.42,10,10,10,7.33,82.17,0.11,0,0,2,m,1350,1350,1350
Arabica,Brazil,300,60 kg,2015,4,20,BOURBON SPECIALTY COFFEES,7.42,7.67,7.58,7.5,7.75,7.67,10,10,10,7.5,83.08,0.11,0,0,13,m,0,0,0
Arabica,Brazil,300,60 kg,2015,4,20,BOURBON SPECIALTY COFFEES,7.42,7.5,7.5,7.42,7.5,7.58,10,10,10,7.42,82.33,0.11,0,0,10,m,0,0,0
Arabica,Guatemala,275,69 kg,2015,4,20,Juan Luis Alvarado Romero,7.58,7.58,7.17,7.83,7.17,7.33,10,10,10,7.25,81.92,0.11,0,0,7,m,1300,1800,1550
Arabica,Guatemala,250,69 kg,2015,4,23,Juan Luis Alvarado Romero,7.83,7.67,7.25,7.67,7.75,7.5,10,10,10,7.33,83,0.11,0,0,2,m,1500,1500,1500
Arabica,Colombia,275,2 kg,2015,4,23,Federacion Nacional de Cafeteros,7.83,7.67,7.58,7.75,7.83,7.17,6.67,10,10,7.42,79.92,0,0,0,1,m,0,0,0
Arabica,Nicaragua,275,2 kg,2015,4,24,"Exportadora Atlantic, S.A.",7.17,7.08,7.08,7.33,7.25,7.08,10,10,10,7.17,80.17,0.11,0,0,2,m,1100,1275,1187.5
Arabica,Brazil,305,59 kg,2015,4,24,Cafebras,7.67,7.75,7.75,7.67,7.83,7.75,10,10,10,7.75,84.17,0,0,0,16,m,1150,1150,1150
Arabica,Brazil,320,60 kg,2015,4,25,Ipanema Coffees,7.5,7.5,7.58,7.5,7.58,7.58,10,10,10,7.5,82.75,0.11,0,2,1,m,905,905,905
Arabica,Brazil,320,60 kg,2015,4,25,Ipanema Coffees,7.58,7.58,7.58,7.5,7.67,7.58,10,10,10,7.58,83.08,0.11,0,2,2,m,905,905,905
Arabica,Colombia,250,70 kg,2015,4,29,CARCAFE LTDA CI,7.42,7.67,7.83,7.75,7.92,7.83,10,10,10,7.83,84.25,0.12,3,0,0,m,442,442,442
Arabica,Colombia,275,70 kg,2015,4,29,CARCAFE LTDA CI,7.58,7.67,7.58,7.67,7.58,7.67,10,10,10,7.67,83.42,0.12,4,0,0,m,442,442,442
Arabica,Colombia,250,70 kg,2015,4,29,CARCAFE LTDA CI,7.75,7.67,8,7.67,8.08,7.83,10,10,10,7.33,84.33,0.11,6,0,0,m,442,442,442
Arabica,Taiwan,10,5 kg,2015,5,6,"Lin, Che-Hao Krude 林哲豪",7.25,7.17,7.17,7.25,7.5,7.33,10,10,10,7.33,81,0.12,0,0,0,m,758,758,758
Arabica,Costa Rica,275,18975 kg,2015,5,7,"CAFETALERA INTERNACIONAL CAFINTER, S.A.",7.67,7.5,7.5,7.25,7.08,7.42,10,10,10,7.42,81.83,0.09,0,0,0,m,1200,1400,1300
Arabica,Kenya,170,60 kg,2015,5,7,SIMON MAHINDA,8.17,7.83,7.92,7.75,7.67,7.83,10,10,10,7.83,85,0.11,0,5,7,m,1,1,1
Arabica,Honduras,275,1 kg,2015,5,12,CADEXSA,7.5,7.5,7.33,7.5,7.42,7.25,10,10,10,7.33,81.83,0.12,0,0,1,m,1400,1400,1400
Arabica,Honduras,275,1 kg,2015,5,12,CADEXSA,7.5,7.33,7.17,7.25,7.5,7.42,10,10,10,7.25,81.42,0.12,0,0,1,m,1400,1400,1400
Arabica,Honduras,275,1 kg,2015,5,12,CADEXSA,7.42,7.17,7.17,7.5,7.33,7.25,10,10,10,7.42,81.25,0.12,0,0,1,m,1400,1400,1400
Arabica,Costa Rica,130,69 kg,2015,5,17,Rodrigo Soto,7.75,7.33,7.5,7.5,7.33,7.58,10,10,10,7.33,82.33,0,0,2,0,m,1550,1550,1550
Arabica,Taiwan,20,50 kg,2015,5,18,"Lin, Che-Hao Krude 林哲豪",8,8,8,8.25,8,8.17,10,10,10,8.17,86.58,0,0,0,0,m,1200,1200,1200
Arabica,Taiwan,20,50 kg,2015,5,18,"Lin, Che-Hao Krude 林哲豪",7.5,7.67,7.33,7.92,7.83,7.67,10,10,10,7.75,83.67,0.1,0,0,0,m,1200,1200,1200
Arabica,Taiwan,20,50 kg,2015,5,18,"Lin, Che-Hao Krude 林哲豪",7.83,7.75,7.83,7.75,7.83,7.75,9.33,10,10,7.83,83.92,0.11,0,0,3,m,1200,1200,1200
Arabica,Taiwan,20,50 kg,2015,5,18,"Lin, Che-Hao Krude 林哲豪",7.83,7.75,7.67,7.83,7.83,7.75,9.33,10,10,5.25,81.25,0.12,0,0,0,m,680,680,680
Arabica,Uganda,150,9000 kg,2015,5,19,Kawacom Uganda LTD,7.5,7.67,7.67,7.42,7.67,7.67,10,10,10,7.67,83.25,0.12,0,0,1,m,0,0,0
Arabica,Taiwan,20,60 kg,2015,5,19,"Lin, Che-Hao Krude 林哲豪",7.83,7.92,7.5,7.83,7.67,7.25,9.33,10,10,7.75,83.08,0,0,0,0,m,700,800,750
Arabica,Costa Rica,275,18975 kg,2015,5,22,"CAFETALERA INTERNACIONAL CAFINTER, S.A.",7.5,7.5,7.33,7.17,7.08,7.17,10,10,10,7.42,81.17,0.11,0,0,0,m,1200,1400,1300
Arabica,Honduras,275,1 kg,2015,5,22,CADEXSA,7.42,7.17,7.08,7.42,7.25,7.25,10,10,10,7.17,80.75,0.09,0,0,2,m,1350,1350,1350
Arabica,Honduras,275,1 kg,2015,5,22,CADEXSA,7.58,7.42,7.17,7.42,7.17,7.17,10,10,10,7.42,81.33,0.09,0,0,4,m,1350,1350,1350
Arabica,Honduras,275,1 kg,2015,5,25,Bismarck Castro,7.5,7.33,7,7.42,7.25,7.17,10,10,10,7.08,80.75,0.11,0,0,2,m,1450,1450,1450
Arabica,Brazil,300,60 kg,2015,5,26,Cafebras,7.58,7.83,7.33,7.67,7.42,7.33,10,10,10,7.67,82.83,0.12,2,0,6,m,900,900,900
Arabica,Nicaragua,275,69 kg,2015,5,28,"COMERCIAL INTERNACIONAL EXPORTADORA, S.A.",7.25,7.25,7.17,7.25,7.33,7.25,10,10,10,7.25,80.75,0.12,0,0,5,m,110000,110000,110000
Arabica,Guatemala,120,34 kg,2015,6,1,Juan Luis Alvarado Romero,7.75,7.83,7.58,8,7.92,7.75,10,10,10,7.83,84.67,0.1,0,0,1,m,1600,1600,1600
Arabica,Laos,60,50 kg,2015,6,2,CQI Taiwan ICP CQI台灣合作夥伴,7.67,7.67,7.42,7.42,7.42,7.5,10,10,10,7.58,82.67,0.13,0,0,0,m,1300,1300,1300
Arabica,Colombia,275,2 kg,2015,6,5,Federacion Nacional de Cafeteros,8.08,7.67,7.83,7.83,7.67,7.67,10,10,10,7.75,84.5,0.12,1,0,0,m,1800,1800,1800
Arabica,Guatemala,200,69 kg,2015,6,5,Juan Luis Alvarado Romero,7.75,7.67,7.33,7.75,7.5,7.42,10,10,10,7.58,83,0.11,0,0,2,ft,1371.6,1371.6,1371.6
Arabica,Colombia,275,2 kg,2015,6,5,Federacion Nacional de Cafeteros,7.83,7.75,7.83,7.58,7.67,7.75,10,10,10,7.83,84.25,0.12,0,0,0,m,1800,1800,1800
Arabica,Costa Rica,275,69 kg,2015,6,6,"CECA, S.A.",7.67,7.67,7.75,7.67,7.5,7.75,10,10,10,7.83,83.83,0,0,0,0,m,1850,1850,1850
Arabica,Costa Rica,245,69 kg,2015,6,6,"CECA, S.A.",7.92,7.42,7.5,7.67,7.5,7.67,10,10,10,7.83,83.5,0,0,0,0,m,1850,1850,1850
Arabica,Honduras,200,69 kg,2015,6,9,Bismarck Castro,7.5,7.5,7.17,7.42,7.5,7.5,10,10,10,7.58,82.17,0.11,0,1,2,m,1500,1500,1500
Arabica,Taiwan,20,40 kg,2015,6,9,"Lin, Che-Hao Krude 林哲豪",7.67,7.83,8,7.58,8,7.92,10,10,10,7.92,84.92,0.11,0,0,0,m,800,800,800
Arabica,Taiwan,10,15 kg,2015,6,10,"Lin, Che-Hao Krude 林哲豪",8.08,8.17,7.75,8.08,7.75,7.83,10,10,10,8.42,86.08,0.12,0,0,0,m,1000,1000,1000
Arabica,Guatemala,275,69 kg,2015,6,10,Juan Luis Alvarado Romero,7.67,7.83,7.58,7.92,7.75,7.67,10,10,10,7.58,84,0.12,0,0,7,ft,1658.112,1755.648,1706.88
Arabica,Mexico,275,2 kg,2015,6,11,Andrew Bowman,7.75,7.67,7.42,7.42,7.75,7.5,10,10,10,7.42,82.92,0.12,2,0,8,m,1300,1300,1300
Arabica,Guatemala,275,69 kg,2015,6,18,Juan Luis Alvarado Romero,7.5,7.33,7,7.42,7.17,7.17,10,10,10,7.17,80.75,0.12,0,0,1,ft,1658.112,1755.648,1706.88
Arabica,Taiwan,10,15 kg,2015,6,18,"Lin, Che-Hao Krude 林哲豪",7.67,7.5,7.5,7.5,7.67,7.83,10,10,10,7.58,83.25,0.1,0,0,0,m,1000,1000,1000
Arabica,Mexico,250,2 kg,2015,6,25,VIRIDIANA,7.58,7.5,7.33,7.5,7.17,7.33,10,10,10,7.42,81.83,0.11,0,0,7,m,1350,1500,1425
Arabica,Mexico,275,1 kg,2015,6,25,ANDREAS KUSSMAUL,7.75,7.58,7.08,7.25,7.08,7.25,10,10,10,7.17,81.17,0.12,0,0,10,m,1200,1200,1200
Arabica,ailand,500,25 kg,2015,6,27,松澤宏樹 Koju Matsuzawa,7.5,7.58,7.75,7.5,7.75,7.67,10,10,10,7.67,83.42,0.13,0,0,0,m,1200,1200,1200
Arabica,ailand,50,50 kg,2015,6,27,松澤宏樹 Koju Matsuzawa,7.75,7.75,7.75,7.75,8,7.75,10,10,10,8,84.75,0.12,0,0,0,m,0,0,0
Arabica,Guatemala,275,69 kg,2015,6,30,Juan Luis Alvarado Romero,7.25,7.17,6.75,7.25,7,6.92,10,10,10,6.83,79.17,0.11,0,0,6,m,1300,1800,1550
Arabica,Nicaragua,275,69 kg,2015,7,6,"COMERCIAL INTERNACIONAL EXPORTADORA, S.A.",7.08,7.5,7.33,7.17,7.42,7.25,10,10,10,7.5,81.25,0.1,0,0,4,m,1100,1100,1100
Arabica,Nicaragua,275,69 kg,2015,7,6,COOPERATIVA EL GORRION R.L,6.92,6.92,7,7.42,7.25,7,10,10,10,7,79.5,0.12,0,0,6,m,1050,1050,1050
Arabica,Guatemala,275,69 kg,2015,7,8,Juan Luis Alvarado Romero,7.67,7.75,7.33,7.92,7.42,7.5,10,10,10,7.42,83,0.11,0,0,3,m,1300,1800,1550
Arabica,Mexico,11,2 kg,2015,7,14,PRODUCTOS Y SERVICIOS CHILINDRON S.A. DE C.V.,7.83,7.75,7.5,7.58,7.58,7.58,10,10,10,7.42,83.25,0.12,0,0,2,m,1261,1261,1261
Arabica,Mexico,11,2 kg,2015,7,14,PRODUCTOS Y SERVICIOS CHILINDRON S.A. DE C.V.,7.83,7.67,7.25,7.58,7.5,7.5,10,10,10,7.58,82.92,0.13,0,0,3,m,1059,1059,1059
Arabica,Costa Rica,100,69 kg,2015,7,15,"CECA, S.A.",7.75,7.5,7.25,7.25,7.42,7.67,10,10,10,7.5,82.33,0.1,6,1,3,m,1850,1850,1850
Arabica,Myanmar,1,2 kg,2015,7,17,U Soe,6.92,7.5,7,7.58,7.5,7.08,10,10,10,7.17,80.75,0,0,0,2,m,3825,3825,3825
Arabica,Myanmar,2,2 kg,2015,7,17,Min Hlaing,7.17,7.42,7,7.58,7.33,7,10,10,10,7.42,80.92,0,0,0,5,ft,1066.8,1066.8,1066.8
Arabica,Myanmar,1,2 kg,2015,7,17,Shwe Yin Mar Coffee,7.17,7.33,7.17,7.42,7.25,7.08,10,10,10,7.08,80.5,0,0,0,2,m,3800,3800,3800
Arabica,Myanmar,1,2 kg,2015,7,17,Ngu Shwe Li,7.17,7.33,7,7.42,7.17,7,10,10,10,6.92,80,0,0,0,4,m,3845,3845,3845
Arabica,Myanmar,1,1 kg,2015,7,17,Genius Coffee,7.25,7.42,7.25,7.5,7.33,7.33,10,10,10,7.42,81.5,0,0,0,4,ft,1219.2,1219.2,1219.2
Arabica,Myanmar,1,2 kg,2015,7,17,U Mg Mg,7.33,7.58,7.5,7.42,7.33,7.33,10,10,10,7.33,81.83,0,0,0,2,m,4001,4001,4001
Arabica,Uganda,310,60 kg,2015,7,18,UCFA,7.67,7.58,7.42,7.42,7.83,7.5,10,10,10,7.58,83,0.12,0,0,6,m,1473,1473,1473
Arabica,Uganda,325,60 kg,2015,7,18,UCFA,7.67,7.67,7.5,7.58,7.42,7.5,10,10,10,7.67,83,0.12,0,5,8,m,1645,1645,1645
Arabica,Guatemala,80,69 kg,2015,7,20,Juan Luis Alvarado Romero,7.58,7.58,7.33,7.67,7.67,7.5,10,10,10,7.5,82.83,0.11,0,0,2,ft,1219.2,1219.2,1219.2
Arabica,Uganda,20,1218 kg,2015,7,21,Bugisu Cooperative Union,7.58,7.75,7.33,7.75,7.67,7.58,10,10,10,7.75,83.42,0.11,0,0,1,m,1800,1800,1800
Arabica,Guatemala,250,69 kg,2015,7,23,Juan Luis Alvarado Romero,7.5,7.25,7,7.25,7.5,7.25,10,10,10,7.25,81,0.11,0,0,1,ft,1219.2,1219.2,1219.2
Arabica,Philippines,250,2 kg,2015,7,31,Renee A. Perrine,7.58,7.58,7.67,7.58,7.5,7.5,10,10,10,7.5,82.92,0.11,0,0,1,m,1200,1200,1200
Arabica,Guatemala,130,69 kg,2015,8,2,Juan Luis Alvarado Romero,7.58,7.5,7.33,7.42,7.58,7.25,10,10,10,7.17,81.83,0.1,2,0,6,m,3280,3280,3280
Arabica,Nicaragua,275,2 kg,2015,8,3,COOPERATIVA EL GORRION R.L,7.67,7.83,7.83,7.5,7.67,7.83,10,10,10,7.83,84.17,0.12,0,0,0,m,900,1100,1000
Arabica,Colombia,275,70 kg,2015,8,18,Racafe & Cia S.C.A,8,7.5,7.5,7.67,8,7.83,10,10,10,7.67,84.17,0,0,0,0,m,1600,1950,1775
Arabica,Colombia,275,2 kg,2015,8,18,Federacion Nacional de Cafeteros,7.92,7.67,7.5,7.83,7.58,7.67,10,10,10,7.75,83.92,0,0,0,0,m,0,0,0
Arabica,Colombia,250,70 kg,2015,8,18,CARCAFE LTDA CI,8.17,7.83,7.58,8.08,8,7.75,10,10,10,7.67,85.08,0,0,0,0,m,2560,2560,2560
Arabica,Myanmar,2,2 kg,2015,8,27,Bob McCauley,8,7.08,7,7.33,7.08,6.92,10,10,10,6.83,80.25,0.11,1,0,26,ft,914.4,914.4,914.4
Arabica,Indonesia,200,30 kg,2015,9,14,Aulia Arif Syahri,7.25,7.67,7.58,7.92,7.83,7.58,10,10,10,7.67,83.5,0.13,0,0,8,m,1500,1500,1500
Arabica,Indonesia,150,2 kg,2015,9,15,Andry Simarmata,7.83,7.58,7.42,7.33,7.42,7.5,10,10,10,7.5,82.58,0.13,0,0,6,m,1200,1300,1250
Arabica,Taiwan,123,2 kg,2015,9,17,CQI Taiwan ICP CQI台灣合作夥伴,7.5,7.42,7.33,7.08,7.58,7.25,10,10,10,7.33,81.5,0.12,0,0,2,m,160,200,180
Arabica,Costa Rica,275,69 kg,2015,9,20,Rodrigo Soto,7.83,7.5,7.42,7.67,7.5,7.67,10,10,10,7.67,83.25,0.11,0,0,0,m,0,0,0
Arabica,Mexico,1,30 kg,2015,9,21,"El Equimite, Cafetal Biodinámico",7.83,8,7.83,7.75,7.67,7.83,10,10,10,8.08,85,0.09,0,0,3,m,1300,1300,1300
Arabica,Guatemala,100,69 kg,2015,9,29,Juan Luis Alvarado Romero,7.92,7.67,7.42,7.75,7.5,7.5,10,10,10,7.42,83.17,0.12,0,0,3,m,1400,1900,1650
Arabica,Costa Rica,15,69 kg,2015,10,4,Rodrigo Soto,8.08,7.75,7.67,7.83,7.5,7.92,10,10,10,7.92,84.67,0.1,0,0,2,m,1150,1150,1150
Arabica,Brazil,320,2 kg,2015,10,8,Ipanema Coffees,6.92,7.58,7.42,7.33,7.83,7.5,10,10,10,7.58,82.17,0,0,0,1,m,1,1,1
Arabica,Brazil,320,2 kg,2015,10,8,Ipanema Coffees,7.17,7.83,7.33,7.5,7.75,7.42,10,10,10,7.42,82.42,0,0,0,0,m,1,1,1
Arabica,Brazil,320,2 kg,2015,10,8,Ipanema Coffees,7.17,7.58,6.83,7.5,7.75,7.25,10,10,10,7.75,81.83,0,0,0,1,m,1,1,1
Arabica,Brazil,320,2 kg,2015,10,8,Ipanema Coffees,7.17,7.42,7.17,7.08,6.92,8.17,10,10,10,7.33,81.25,0,0,0,1,m,1,1,1
Arabica,Brazil,320,60 kg,2015,10,8,BOURBON SPECIALTY COFFEES,7.17,7.25,7.08,7.17,7.25,7.58,10,10,10,7.25,80.75,0,0,0,1,m,0,0,0
Arabica,Brazil,320,2 kg,2015,10,8,Ipanema Coffees,7.25,7.58,7.42,8,7.75,7.83,10,10,10,8,83.83,0,0,0,0,m,1,1,1
Arabica,Brazil,320,2 kg,2015,10,8,Ipanema Coffees,7.25,7.25,7.58,7.58,7.25,7.92,10,10,10,7.25,82.08,0,0,0,1,m,1,1,1
Arabica,Brazil,320,2 kg,2015,10,8,Ipanema Coffees,7.25,7.75,6.92,7.42,7.5,7.58,10,10,10,7.25,81.67,0,0,0,0,m,1,1,1
Arabica,Brazil,320,2 kg,2015,10,8,Ipanema Coffees,7.33,7.67,7.67,7.33,7.75,7.42,10,10,10,7.92,83.08,0,0,0,3,m,1,1,1
Arabica,Brazil,180,2 kg,2015,10,8,Ipanema Coffees,7.42,7.67,7.5,7.08,7.5,7.42,10,10,10,7.67,82.25,0,0,0,9,m,1,1,1
Arabica,Brazil,320,2 kg,2015,10,8,Ipanema Coffees,7.58,7.5,7.42,7.67,7.5,7.5,10,10,10,7.5,82.67,0,0,0,0,m,1,1,1
Arabica,Brazil,300,2 kg,2015,10,8,Ipanema Coffees,7.58,7,6.92,6.92,7.67,7.5,10,10,10,8.25,81.83,0,0,0,0,m,1,1,1
Arabica,Brazil,12,2 kg,2015,10,8,Ipanema Coffees,8.25,7.83,7.25,8.33,8.17,8.08,10,6.67,10,7.75,82.33,0.07,0,0,0,m,1268,1268,1268
Arabica,Brazil,10,2 kg,2015,10,12,Ipanema Coffees,7.5,7.83,7.33,7.58,7.58,7.92,10,10,10,7.58,83.33,0.1,1,0,5,m,1227,1227,1227
Arabica,ailand,45,40 kg,2015,10,18,Sarawut Premjit,7.67,7.75,7.5,7.67,7.67,7.83,10,10,10,7.83,83.92,0.1,0,0,1,m,1350,1350,1350
Arabica,"Tanzania, United Republic Of",300,60 kg,2015,10,20,IBERO COFFEE TRADING CO (T) LTD,7.42,7.42,7.42,7.5,7.5,7.33,10,10,10,7.58,82.17,0.12,0,0,1,m,1600,1600,1600
Arabica,Guatemala,150,60 kg,2015,10,23,Juan Luis Alvarado Romero,7.67,7.42,6.83,7.17,7.42,7.17,10,10,10,7,80.67,0.11,0,0,0,m,1500,1500,1500
Arabica,Colombia,248,70 kg,2015,10,26,Racafe & Cia S.C.A,7.83,7.67,7.75,7.58,7.92,7.75,10,10,10,7.75,84.25,0.12,4,0,2,m,1600,1950,1775
Arabica,Colombia,252,70 kg,2015,10,26,Racafe & Cia S.C.A,7.92,7.83,7.75,7.83,7.75,8,10,10,10,7.83,84.92,0.12,0,0,1,m,1600,1950,1775
Arabica,Guatemala,150,69 kg,2015,10,29,Juan Luis Alvarado Romero,7.5,7.75,7.5,7.83,7.58,7.5,10,10,10,7.5,83.17,0.11,0,0,1,m,1500,1500,1500
Arabica,ailand,20,25 kg,2015,11,2,松澤宏樹 Koju Matsuzawa,7.83,7.75,7.75,7.42,7.83,7.67,10,10,10,8,84.25,0.12,0,0,0,m,1200,1200,1200
Arabica,Colombia,1,2 kg,2015,11,3,Federacion Nacional de Cafeteros,7.75,7.5,7.33,7.58,7.33,7.75,10,10,10,7.42,82.67,0,1,0,9,m,0,0,0
Arabica,Laos,1,2 kg,2015,11,5,Minwook Ku,7.42,7.5,7.25,7.33,7.5,7.5,10,10,10,7.5,82,0.12,0,0,0,m,1250,1250,1250
Arabica,Indonesia,200,30 kg,2015,11,10,Aulia Arif Syahri,7.58,7.42,7,7.67,7.5,7.5,9.33,9.33,10,7.33,80.67,0.13,0,0,1,m,1200,1500,1350
Arabica,"Tanzania, United Republic Of",10,60 kg,2015,11,16,Delfina Leon Shine,7.25,7.17,7,7.25,7.42,7.08,10,10,10,7.17,80.33,0.13,0,0,5,m,1700,1700,1700
Arabica,"Tanzania, United Republic Of",30,80 kg,2015,11,16,Langiro Farm group,7.58,7.42,7.42,7.33,7.5,7.42,10,10,10,7.5,82.17,0.13,1,0,6,m,1500,1800,1650
Arabica,"Tanzania, United Republic Of",2,80 kg,2015,11,16,Didas,7.67,7.33,7.33,7.42,7.42,7.42,10,10,10,7.42,82,0.13,0,0,20,m,1500,1800,1650
Arabica,"Tanzania, United Republic Of",10,60 kg,2015,11,16,Gladness Obed Pallangyo,7.67,7.25,7.42,7.42,7.67,7.42,10,10,10,7.58,82.42,0.13,0,0,7,m,2285,2285,2285
Arabica,"Tanzania, United Republic Of",100,60 kg,2015,11,16,Immaculata John,7.67,7.17,7.17,7.33,7.5,7.17,10,10,10,7.17,81.17,0.12,0,0,2,m,100,2000,1050
Arabica,"Tanzania, United Republic Of",5,60 kg,2015,11,16,Damari Absalome,7.75,7.67,7.58,7.67,7.67,7.58,10,10,10,7.58,83.5,0.13,0,0,21,m,1400,1400,1400
Arabica,Brazil,300,60 kg,2015,11,17,BOURBON SPECIALTY COFFEES,7.25,7.33,7.17,7.5,7.33,7.25,9.33,10,10,7.33,80.5,0.11,0,0,3,m,1250,1250,1250
Arabica,Colombia,180,70 kg,2015,11,19,Racafe & Cia S.C.A,7.58,7.58,7.58,7.58,7.75,7.67,10,10,10,7.75,83.5,0.12,0,0,4,m,1600,1950,1775
Arabica,Colombia,275,70 kg,2015,11,19,Racafe & Cia S.C.A,7.67,7.67,7.75,7.75,7.67,7.92,10,10,10,7.83,84.25,0.11,0,0,3,m,1600,1950,1775
Arabica,Colombia,275,70 kg,2015,11,19,Racafe & Cia S.C.A,7.67,7.75,7.58,7.67,7.75,7.58,10,10,10,7.58,83.58,0.12,0,0,3,m,1600,1950,1775
Arabica,Brazil,300,60 kg,2015,11,20,Cafebras,7.25,7.33,7.33,7.33,7.33,7.42,10,10,10,7.33,81.33,0.11,0,0,14,m,1100,1100,1100
Arabica,Colombia,304,35 kg,2015,11,27,CARCAFE LTDA CI,7.58,7.67,7.67,7.17,7.75,7.83,10,10,10,7.58,83.25,0,0,0,2,m,442,442,442
Arabica,Colombia,250,70 kg,2015,11,27,CARCAFE LTDA CI,7.75,7.67,7.5,7.67,7.58,7.83,10,10,10,7.75,83.75,0,0,0,0,m,442,442,442
Arabica,Brazil,300,60 kg,2015,12,3,Cafebras,7.33,7.5,7.5,7.33,6.83,7.42,10,10,10,7.5,81.42,0.11,0,0,2,m,1100,1100,1100
Arabica,Costa Rica,250,2 lbs,2015,12,3,Francisco A Mena,8.17,7.83,8,8.08,7.83,8,10,10,10,8.42,86.33,0,0,0,0,m,1300,1300,1300
Arabica,Colombia,275,70 kg,2016,1,10,Racafe & Cia S.C.A,7.75,7.5,7.5,7.42,8,7.75,10,10,10,7.17,83.08,0,1,2,5,m,0,0,0
Arabica,Colombia,250,70 kg,2016,1,10,Racafe & Cia S.C.A,7.83,7.67,7.58,7.92,7.67,7.83,10,10,10,8.08,84.58,0,0,0,4,m,1500,1500,1500
Arabica,Brazil,300,60 kg,2016,1,12,BOURBON SPECIALTY COFFEES,7.42,7.5,7.33,7.5,7.25,7.42,10,10,10,8,82.42,0.11,0,1,0,m,0,0,0
Arabica,Brazil,300,60 kg,2016,1,12,BOURBON SPECIALTY COFFEES,7.58,7.67,7.42,7.5,7.67,7.42,10,10,10,8,83.25,0.12,0,0,4,m,0,0,0
Arabica,India,20,50 kg,2016,1,16,Joshua Marsceau,7.67,7.33,7.17,6.67,7.17,7.42,9.33,10,6.67,7.42,76.83,0,0,7,0,m,0,0,0
